,ro,rup,rup_std,rup_cun,en,es,fr,split
1980,"plecând el, iată că intră un câine în odaie și s-aruncă asupra ciolanelor rămase de la ospăț. dacă vede el că nu-l alungă nimeni, se apropie de cei trei leneși și se puse să-i lingă; îl linge pe unul, trece la celălalt, și când e la cel de-al treilea, nu-ș ce face, ce drege, că-l mușcă de ureche, de-l duru pe ăsta până în rărunchi.","fugînda nîs, na un cîne intră tu udă ș-lă u intră a oasilor. cari vidzu cînile că vîrnu nu-l vîγeaște, se-aproache di linăvoși și acață s-l'i alingă; alindze unlu, treațe la alantu, și cîndu agiundze la treilu, cum feațe, cum adră că lu mușcă di ureacl'e, di-l ustură pîn tu frîndzîle di hicate.","fugînda nîs, na un cîne intră tu udă ș-lă u intră a oasilor. cari vid̦u cînile că vîrnu nu-l vîyeaște, se-aproache di linăvoși și acață s-ľi alingă; alind̦e unlu, treațe la alantu, și cîndu agiund̦e la treilu, cum feațe, cum adră că lu mușcă di ureacľe, di-l ustură pîn tu frînd̦île di hicate.","fugãnda nãs, na un cãne intrã tu udã sh-lã u intrã a oasilor. cari vidzu cãnile cã vãrnu nu-l vãyeashte, se-aproache di linãvoshi shi acatsã s-lji alingã; alindze unlu, treatse la alantu, shi cãndu agiundze la treilu, cum featse, cum adrã cã lu mushcã di ureaclje, di-l usturã pãn tu frãndzãle di hicate.","as he leaves, a dog enters the room and goes after the leftovers from the feast. when he sees that no one chases him away, he approaches the three lazy ones and starts licking them; he licks one, moves on to the other, and when he gets to the third one, he doesn't know what to do or what to do, because he bites him on the ear, and he bites this one to his knees.","al salir, un perro entra en la habitación y va tras las sobras del festín. al ver que nadie le ahuyenta, se acerca a los tres vagos y empieza a lamerlos; lame a uno, pasa al otro, y cuando llega al tercero, no sabe qué hacer ni qué hacer, porque le muerde en la oreja, y a éste le muerde hasta las rodillas.","au moment où il s'en va, un chien entre dans la pièce et s'attaque aux restes du festin. voyant que personne ne le chasse, il s'approche des trois paresseux et commence à les lécher; il en lèche un, passe à l'autre, et quand il arrive au troisième, il ne sait plus que faire ni quoi faire, car il le mord à l'oreille, et il mord celui-ci jusqu'aux genoux.",valid
1981,ăla mușcatul nu mai răbdă și-a urlat:,ațel mușcatlu nu putu si s-țînă și zghili.,ațel mușcatlu nu putu si s-țînă și zghili.,atsel mushcatlu nu putu si s-tsãnã shi zghili.,he couldn't take it anymore and howled:,no aguantó más y aulló:,il n'en pouvait plus et a hurlé:,valid
1982,"- au, vai de mine!","- uh, lele-ñi!","- uh, lele-ńi!","- uh, lele-nji!","- ow, woe is me!","- ¡ay, ay de mí!","- aïe, malheur à moi !",valid
1983,"cum îl auziră vai de mine! ceilalți doi, într-un glas, strigă:","cît dzîse lele-ñi și dol'i alanțî, tu ună boațe, îl'i griră:","cît d̦îse lele-ńi și doľi alanțî, tu ună boațe, îľi griră:","cãt dzãse lele-nji shi dolji alantsã, tu unã boatse, ãlji grirã:","as soon as they heard him woe is me! the other two, in one voice, cried out:","en cuanto le oyeron ¡ay de mí!, los otros dos, a una sola voz, gritaron:","dès qu'ils l'entendirent dire malheur à moi, les deux autres s'écrièrent d'une seule voix:",valid
1984,"- taie plăcinta, că tu ai vorbit!","- tal'i-u pita, că tine griși!","- taľi-u pita, că tine griși!","- talji-u pita, cã tine grishi!","- cut the pie, because you talked!","- ¡corta el pastel, porque has hablado!","- coupez la tarte, parce que vous avez parlé !",valid
1985,"ce plăcintă să mai taie, tăia-i-ar domnul din cer pe ei că nu mai rămăsese nici de leac.","ți pită s-tal'e, s-l'i tale dumnidză el'i aclo că nu avea armasă ni sîrămi.","ți pită s-taľe, s-ľi tale dumnid̦ă eľi aclo că nu avea armasă ni sîrămi.","tsi pitã s-talje, s-lji tale dumnidzã elji aclo cã nu avea armasã ni sãrãmi.","what a pie to cut, the lord would cut them out of heaven there was no cure left.","qué pastel para cortar, el señor los cortaría del cielo ya no había cura.","quelle tarte à couper, le seigneur les excluait du paradis il n'y avait plus de remède.",valid
1986,și uite-așa au pățit leneșii și neisprăviții ăia.,ș-ahînte ș-tute pățîră linăvoșl'i ș-lăvoșl'i.,ș-ahînte ș-tute pățîră linăvoșľi ș-lăvoșľi.,sh-ahãnte sh-tute pãtsãrã linãvoshlji sh-lãvoshlji.,"and that's what happened to those lazy, lazy bastards.",y eso es lo que les pasó a esos vagos y perezosos.,et c'est ce qui est arrivé à ces fainéants.,valid
1987,fata ageră la minte,una feată cu minte,una feată cu minte,una featã cu minte,quick-witted girl,chica lista,fille vive d'esprit,valid
1988,"se spune că odată, și e tare mult de-atunci, trăia un împărat care era abraș și păgân de tot. pentru te miri ce, el îi pedepsea pe bieții oameni cumplit. așa încât, era vai de cei ce-i cădeau în mână!","s-aspune că tu ună zămane, și easte multu de-atumțea, băna un amiră, cari eara multu sirsem și multu pîngăn. tri un lucru di țiva-ici, pidipsea oamiñil'i di l'i loa cutremlu. ca vai di-ațel'i țe-l'i cădea tru mînă!","s-aspune că tu ună zămane, și easte multu de-atumțea, băna un amiră, cari eara multu sirsem și multu pîngăn. tri un lucru di țiva-ici, pidipsea oamińiľi di ľi loa cutremlu. ca vai di-ațeľi țe-ľi cădea tru mînă!","s-aspune cã tu unã zãmane, shi easte multu de-atumtsea, bãna un amirã, cari eara multu sirsem shi multu pãngãn. tri un lucru di tsiva-ici, pidipsea oaminjilji di lji loa cutremlu. ca vai di-atselji tse-lji cãdea tru mãnã!","it is said that once upon a time and it's a long time since then there lived an emperor who was an abraham and a pagan. for who knows what, he punished the poor people terribly. so, woe to those who fell into his hands!","se cuenta que había una vez -y de eso hace ya mucho tiempo- un emperador que era un abraham y un pagano. por quién sabe qué, castigaba terriblemente a la pobre gente. así que, ¡ay de los que cayeron en sus manos!","on raconte qu'il était une fois et cela fait longtemps un empereur qui était un abraham et un païen. pour on ne sait quoi, il punissait terriblement les pauvres gens. alors, malheur à ceux qui tombaient entre ses mains !",valid
1989,"nu scăpă de răutatea lui nici unul, om mândru și frumos ca un înger, care cine mai știe ce făcuse, de-l aruncase împăratul în închisoare și poruncise să nu i se dea nimic de mâncare, să-l lase așa, să moară acolo de foame. nimeni, nici prieten, nici dușman nu avea voie să meargă să-l vadă. doar fiica celui închis, o văduvă cu un copilaș sugar, căpătase dreptul să se ducă, de două ori pe zi, la dânsul. dar, și ea chiar, înainte de a intra la tată-său, era bine cercetată să nu ascundă cumva, ceva de mâncare. i se rupea inima de milă, bietei fete, când vedea că amărâtul ei tată slăbea zi de zi și, după patru zile când, ducându-se la el, îl văzu leșinat de nemâncare, o cuprinse așa o jale pentru starea lui, că îi dădu să sugă de la sânul ei. de-atunci, își înțărcă plodul și, de două ori pe zi se apleca asupra părintelui său, ca la un prunc, să-l hrănească.","nu-ascăpă di sirsimlichea amirălui ș-un om analtu ș-mușat ca un anghil. cari știe țe avea faptă el, că amirălu, lu-arucă tu zundani și dimăndă ca s-nu-l'i da s-mîcă ici-țiva, ași că s-lu-alasă s-moară di foame. vîrnu, ni oaspe, ni dușman nu putea s-ñeargă s-lu veadă. mași ună hil'e a lui, veduiă și cu nat pri sin, avea-ndreptu si s-ducă doauă ori în dzuă la nîs. ma, ș-nîsă, ninte ta s-intră la tatu-su, eara mutrită ghine, ca s-nu-aibă țiva di mîcare ascunsă. inima l'i si curma a măratil'ei di feată, cîndu videa că lailu-l'i di tată dzuă di dzuă slîghea și, după patru dzîle, cîndu s-dusi di-l vidzu leșinat di nimăcare, l'i si feațe ahîntă jale, că-l'i deade a tată-sui să sugă dit sinlu a l'ei. di oara ațea își curmă natlu, și doauă ori în dzuă s-aplica pri tatu-su, ca pri un ficiuric, s-lu hrănească.","nu-ascăpă di sirsimlichea amirălui ș-un om analtu ș-mușat ca un anghil. cari știe țe avea faptă el, că amirălu, lu-arucă tu zundani și dimăndă ca s-nu-ľi da s-mîcă ici-țiva, ași că s-lu-alasă s-moară di foame. vîrnu, ni oaspe, ni dușman nu putea s-ńeargă s-lu veadă. mași ună hiľe a lui, veduiă și cu nat pri sin, avea-ndreptu si s-ducă doauă ori în d̦uă la nîs. ma, ș-nîsă, ninte ta s-intră la tatu-su, eara mutrită ghine, ca s-nu-aibă țiva di mîcare ascunsă. inima ľi si curma a măratiľei di feată, cîndu videa că lailu-ľi di tată d̦uă di d̦uă slîghea și, după patru d̦île, cîndu s-dusi di-l vid̦u leșinat di nimăcare, ľi si feațe ahîntă jale, că-ľi deade a tată-sui să sugă dit sinlu a ľei. di oara ațea își curmă natlu, și doauă ori în d̦uă s-aplica pri tatu-su, ca pri un ficiuric, s-lu hrănească.","nu-ascãpã di sirsimlichea amirãlui sh-un om analtu sh-mushat ca un anghil. cari shtie tse avea faptã el, cã amirãlu, lu-arucã tu zundani shi dimãndã ca s-nu-lji da s-mãcã ici-tsiva, ashi cã s-lu-alasã s-moarã di foame. vãrnu, ni oaspe, ni dushman nu putea s-njeargã s-lu veadã. mashi unã hilje a lui, veduiã shi cu nat pri sin, avea-ndreptu si s-ducã doauã ori ãn dzuã la nãs. ma, sh-nãsã, ninte ta s-intrã la tatu-su, eara mutritã ghine, ca s-nu-aibã tsiva di mãcare ascunsã. inima lji si curma a mãratiljei di featã, cãndu videa cã lailu-lji di tatã dzuã di dzuã slãghea shi, dupã patru dzãle, cãndu s-dusi di-l vidzu leshinat di nimãcare, lji si featse ahãntã jale, cã-lji deade a tatã-sui sã sugã dit sinlu a ljei. di oara atsea ãshi curmã natlu, shi doauã ori ãn dzuã s-aplica pri tatu-su, ca pri un ficiuric, s-lu hrãneascã.","no one escaped his malice, a proud and beautiful man like an angel, who who knows what he had done, that the emperor had thrown him in prison and ordered that nothing be given him to eat, to leave him there to die of hunger. no one, friend or foe, was allowed to go and see him. only the daughter of the imprisoned man, a widow with an infant child, was allowed to visit him twice a day. but even she was thoroughly searched before going to her father's house lest she hide something to eat. it broke the poor girl's heart with pity to see that her poor father was growing weaker day by day, and after four days, when she went to him and saw him faint with hunger, she felt so sorry for him that she gave him suck at her breast. from then on she weaned her babe, and twice a day she bent over her father, as to a babe, to feed him.","nadie escapó a su malicia, un hombre orgulloso y hermoso como un ángel, que -quién sabe lo que había hecho, que el emperador lo había metido en prisión y ordenado que no se le diera nada de comer, para dejarlo allí morir de hambre. a nadie, amigo o enemigo, se le permitió ir a verlo. sólo la hija del encarcelado, una viuda con un niño de corta edad, podía visitarlo dos veces al día. pero incluso a ella la registraban minuciosamente antes de entrar en casa de su padre, no fuera a ser que escondiera algo de comer. a la pobre muchacha se le partía el corazón de compasión al ver que su pobre padre se debilitaba día a día, y al cabo de cuatro días, cuando fue a verle y le vio desfallecer de hambre, sintió tanta lástima por él que le dio de mamar. a partir de entonces destetó a su hijo y dos veces al día se inclinaba sobre su padre, como si fuera un niño, para darle de mamar.","personne n'échappait à sa malice, un homme fier et beau comme un ange, qui qui sait ce qu'il avait fait, que l'empereur avait jeté en prison et ordonné qu'on ne lui donne rien à manger, pour le laisser là mourir de faim. personne, ami ou ennemi, n'avait le droit d'aller le voir. seule la fille de l'homme emprisonné, une veuve avec un enfant en bas âge, était autorisée à lui rendre visite deux fois par jour. mais même elle était fouillée de fond en comble avant de se rendre dans la maison de son père, de peur qu'elle ne cache quelque chose à manger. la pauvre fille avait le cœur brisé de pitié en voyant son pauvre père s'affaiblir de jour en jour, et au bout de quatre jours, lorsqu'elle alla le voir et qu'elle le vit s'évanouir de faim, elle eut tellement pitié de lui qu'elle lui donna à téter. dès lors, elle sevra son enfant et, deux fois par jour, elle se pencha sur son père, comme sur un bébé, pour lui donner à manger.",valid
1990,"în felul ăsta, a putut să-l scape de moarte și, după îndelunga frământare, găsi ea un tertip să-l scape și de închisoare. știa fata că împăratul ieșea în fiecare zi să preumble, călare pe un cal care alerga ca un smeu din poveste.","putu ași, ca s-nu lu alasă s-moară, și după multă minduire și-află ș-un trop tea s-lu-ascapă dit zundane. știa feata că amirălu ișea la primnare ună oară-n dzuă, călare pri un cal țe fudzea ca un smeu.","putu ași, ca s-nu lu alasă s-moară, și după multă minduire și-află ș-un trop tea s-lu-ascapă dit zundane. știa feata că amirălu ișea la primnare ună oară-n d̦uă, călare pri un cal țe fud̦ea ca un smeu.","putu ashi, ca s-nu lu alasã s-moarã, shi dupã multã minduire shi-aflã sh-un trop tea s-lu-ascapã dit zundane. shtia feata cã amirãlu ishea la primnare unã oarã-n dzuã, cãlare pri un cal tse fudzea ca un smeu.","in this way, she was able to save him from death and, after a long struggle, she found a way to save him from prison. the girl knew that the emperor went out every day to ride on a horse that ran like a smeu in a fairy tale.","de este modo, pudo salvarlo de la muerte y, tras una larga lucha, encontró la forma de salvarlo de la cárcel. la niña sabía que el emperador salía todos los días a montar en un caballo que corría como un smeu de cuento.","elle a ainsi pu le sauver de la mort et, après une longue lutte, elle a trouvé le moyen de le sauver de la prison. la jeune fille savait que l'empereur sortait tous les jours pour monter sur un cheval qui courait comme un smeu dans un conte de fées.",valid
1991,"cu gândul la ce-avea în cap, fata se prefăcu proastă și, la poarta palatului, când ieșea și când intra impăratul, zicea cântecul ăsta:","s-feațe nîsă ca glară, și la poarta palatil'ei, tu ișirea ș-tu intrarea amirălui, își cînta cînticlu aestu:","s-feațe nîsă ca glară, și la poarta palatiľei, tu ișirea ș-tu intrarea amirălui, își cînta cînticlu aestu:","s-featse nãsã ca glarã, shi la poarta palatiljei, tu ishirea sh-tu intrarea amirãlui, ãshi cãnta cãnticlu aestu:","thinking of what she had in her head, the girl pretended to be stupid and, at the palace gate, when she went out and when the emperor came in, she said this song:","pensando en lo que tenía en la cabeza, la muchacha se hizo la tonta y, en la puerta del palacio, cuando salía y cuando entraba el emperador, decía esta canción:","en pensant à ce qu'elle avait dans la tête, la jeune fille fit semblant d'être stupide et, à la porte du palais, quand elle sortait et quand l'empereur entrait, elle chantait cette chanson:",valid
1992,"împăratule frumos,","amiră-mușat ca soare,","amiră-mușat ca soare,","amirã-mushat ca soare,","emperor handsome,","emperador guapo,","l'empereur est beau,",valid
